"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @NebraskaSower: @aksarbent @DaveDomina @Margoandhow @janekleeb @riotwomennn @Patty4Nebraska @Adam_Morfeld 

""In an attempt to address ou…",FALSE,0,NA,2021-02-19 00:43:04,FALSE,NA,"1362563317018034176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aksarbent",4,TRUE,FALSE,NA,NA
"RT @RishiYShah: Right To Repair ""is a really important opportunity for us to support a cleaner environment and make sure consumers are gett…",FALSE,0,NA,2021-02-19 00:34:41,FALSE,NA,"1362561204741357572",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tusharjois",5,TRUE,FALSE,NA,NA
"@AOC This is just another instance where consumers are held hostage by usury business practices. Printers just prin… https://t.co/pdKjG4QSdD",FALSE,0,"AOC",2021-02-19 00:13:37,TRUE,"1362496379336155137","1362555905771008001","138203134","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CarBEN_Neil",0,FALSE,FALSE,NA,NA
"We need the #RightToRepair and this sort of thing is done to box in consumers. https://t.co/3xzXQ9jhjf",FALSE,0,NA,2021-02-19 00:10:43,FALSE,NA,"1362555177300025346",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CarBEN_Neil",0,FALSE,FALSE,NA,NA
"RT @RishiYShah: Right To Repair ""is a really important opportunity for us to support a cleaner environment and make sure consumers are gett…",FALSE,0,NA,2021-02-18 23:58:17,FALSE,NA,"1362552046579306497",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","nProctor",5,TRUE,FALSE,NA,NA
"RT @M_F_Rose: #RightToRepair NOW https://t.co/5lnBQ7YqbY",FALSE,0,NA,2021-02-18 23:48:28,FALSE,NA,"1362549576876531712",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","KerMaeve",4,TRUE,FALSE,NA,NA
"RT @RishiYShah: Right To Repair ""is a really important opportunity for us to support a cleaner environment and make sure consumers are gett…",FALSE,0,NA,2021-02-18 23:45:42,FALSE,NA,"1362548879808471041",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MarylandPIRG",5,TRUE,FALSE,NA,NA
"Right To Repair ""is a really important opportunity for us to support a cleaner environment and make sure consumers… https://t.co/eny4A05cgs",FALSE,9,NA,2021-02-18 23:42:36,TRUE,NA,"1362548098225098753",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RishiYShah",5,FALSE,FALSE,NA,NA
"RT @copirg: Today, we released our report on how farmers don't have their #RighttoRepair thanks to software locks put on equipment like tra…",FALSE,0,NA,2021-02-18 23:36:50,FALSE,NA,"1362546647251746820",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ArievanderSman",8,TRUE,FALSE,NA,NA
"RT @edmpirg: Big Tractor has joined Big Tech's crafty ways to maintain corporate power, this time blocking farmers' #RightToRepair their ow…",FALSE,0,NA,2021-02-18 23:36:17,FALSE,NA,"1362546509909172225",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RepairCoalition",5,TRUE,FALSE,NA,NA
"RT @backmarket: Support the @RepairCoalition! Read our co-founder's thoughts on why our #RightToRepair matters more than ever in 2021...and…",FALSE,0,NA,2021-02-18 23:35:53,FALSE,NA,"1362546409459785733",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RepairCoalition",3,TRUE,FALSE,NA,NA
"RT @katiefryhester: Farmers have had our back through this pandemic.  Now it’s time to stand up for them to have the #RightToRepair !!! @Je…",FALSE,0,NA,2021-02-18 23:35:50,FALSE,NA,"1362546398718271488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarylandPIRG",5,TRUE,FALSE,NA,NA
"RT @katiefryhester: Farmers have had our back through this pandemic.  Now it’s time to stand up for them to have the #RightToRepair !!! @Je…",FALSE,0,NA,2021-02-18 23:35:12,FALSE,NA,"1362546237426323459",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MDSenate",5,TRUE,FALSE,NA,NA
"RT @katiefryhester: Farmers have had our back through this pandemic.  Now it’s time to stand up for them to have the #RightToRepair !!! @Je…",FALSE,0,NA,2021-02-18 23:34:24,FALSE,NA,"1362546034778529792",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kevin_oreilly7",5,TRUE,FALSE,NA,NA
"RT @Mia4MD: Everyone in Maryland needs the #RightToRepair!",FALSE,0,NA,2021-02-18 23:32:52,FALSE,NA,"1362545651788169217",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CrnchyMama",4,TRUE,FALSE,NA,NA
"RT @Mia4MD: Everyone in Maryland needs the #RightToRepair!",FALSE,0,NA,2021-02-18 23:28:41,FALSE,NA,"1362544596438441985",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","theleftyleftie",4,TRUE,FALSE,NA,NA
"RT @Mia4MD: Everyone in Maryland needs the #RightToRepair!",FALSE,0,NA,2021-02-18 23:27:21,FALSE,NA,"1362544261699411971",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RoK_phish",4,TRUE,FALSE,NA,NA
"RT @Mia4MD: Everyone in Maryland needs the #RightToRepair! https://t.co/Li1RRde7Tq",FALSE,0,NA,2021-02-18 23:25:21,FALSE,NA,"1362543760194822147",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kimvallejo",4,TRUE,FALSE,NA,NA
"RT @edmpirg: Big Tractor has joined Big Tech's crafty ways to maintain corporate power, this time blocking farmers' #RightToRepair their ow…",FALSE,0,NA,2021-02-18 23:23:13,FALSE,NA,"1362543220538900491",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","noplasticshower",5,TRUE,FALSE,NA,NA
"Everyone in Maryland needs the #RightToRepair! https://t.co/Li1RRde7Tq",FALSE,21,NA,2021-02-18 23:22:47,FALSE,NA,"1362543110530678788",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mia4MD",4,FALSE,FALSE,NA,NA
"Farmers have had our back through this pandemic.  Now it’s time to stand up for them to have the #RightToRepair !!!… https://t.co/zV59LKKnBP",FALSE,14,NA,2021-02-18 23:20:57,TRUE,NA,"1362542649710895105",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","katiefryhester",5,FALSE,FALSE,NA,NA
"RT @backmarket: Support the @RepairCoalition! Read our co-founder's thoughts on why our #RightToRepair matters more than ever in 2021...and…",FALSE,0,NA,2021-02-18 23:12:59,FALSE,NA,"1362540647677321217",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","emilyscarr",3,TRUE,FALSE,NA,NA
"RT @backmarket: Support the @RepairCoalition! Read our co-founder's thoughts on why our #RightToRepair matters more than ever in 2021...and…",FALSE,0,NA,2021-02-18 23:08:44,FALSE,NA,"1362539574950567947",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","nProctor",3,TRUE,FALSE,NA,NA
"#Righttorepair is not happening for #farmers. Tractors and other farm machinery continue to be transformed into lic… https://t.co/mS4C9VrNkT",FALSE,3,NA,2021-02-18 23:07:44,TRUE,NA,"1362539325720788993",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","murakamiwood",0,FALSE,FALSE,NA,NA
"Support the @RepairCoalition! Read our co-founder's thoughts on why our #RightToRepair matters more than ever in 20… https://t.co/zDtamJSXEr",FALSE,3,NA,2021-02-18 23:03:15,TRUE,NA,"1362538197394354176",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","backmarket",3,FALSE,FALSE,NA,NA
"RT @copirg: Today, we released our report on how farmers don't have their #RighttoRepair thanks to software locks put on equipment like tra…",FALSE,0,NA,2021-02-18 22:57:57,FALSE,NA,"1362536863031058434",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ma__vo",8,TRUE,FALSE,NA,NA
"#RightToRepair cc @jessehirsh  https://t.co/QAtDtGfyax",FALSE,2,NA,2021-02-18 22:56:55,FALSE,NA,"1362536603726589953",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ServingWorlds",0,FALSE,FALSE,NA,NA
"RT @edmpirg: Big Tractor has joined Big Tech's crafty ways to maintain corporate power, this time blocking farmers' #RightToRepair their ow…",FALSE,0,NA,2021-02-18 22:55:07,FALSE,NA,"1362536151509331972",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","nProctor",5,TRUE,FALSE,NA,NA
"We are working on #Righttorepair legislation NOW in the session. You can help!

Visit https://t.co/tkn5IuSokM https://t.co/b1mj961xVA",FALSE,4,NA,2021-02-18 22:54:24,FALSE,NA,"1362535971015729155",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MFUfarmers",2,FALSE,FALSE,NA,NA
"RT @PaulHChadwick: Apple's business model too.  #RightToRepair https://t.co/71FSVCtjkk",FALSE,0,NA,2021-02-18 22:52:52,FALSE,NA,"1362535584552669190",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LordRaa",2,TRUE,FALSE,NA,NA
"RT @R2REurope: Study by @GAIAnoburn found repair creates 200 times as many jobs as landfills &amp; incineration with an average of 404 jobs/10,…",FALSE,0,NA,2021-02-18 22:51:03,FALSE,NA,"1362535127641968644",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","markaphill",15,TRUE,FALSE,NA,NA
"RT @PaulHChadwick: Apple's business model too.  #RightToRepair",FALSE,0,NA,2021-02-18 22:49:09,FALSE,NA,"1362534650271305730",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SFFAudio",2,TRUE,FALSE,NA,NA
"RT @kalleboo: This Japanese 1972 phone I bought didn't come with a cord, so I had to open it up and solder one in place (even if it did, it…",FALSE,0,NA,2021-02-18 22:46:28,FALSE,NA,"1362533972064964609",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FlamingAnvil",6,TRUE,FALSE,NA,NA
"Big Tractor has joined Big Tech's crafty ways to maintain corporate power, this time blocking farmers'… https://t.co/Y0JlfP0bTE",FALSE,17,NA,2021-02-18 22:45:15,TRUE,NA,"1362533665167802374",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","edmpirg",5,FALSE,FALSE,NA,NA
"RT @M_F_Rose: #RightToRepair NOW https://t.co/5lnBQ7YqbY",FALSE,0,NA,2021-02-18 22:29:07,FALSE,NA,"1362529604804747265",NA,"<a href=""http://klinkerapps.com"" rel=""nofollow"">Talon Android</a>","TheLongshot2112",4,TRUE,FALSE,NA,NA
"Apple's business model too.  #RightToRepair https://t.co/71FSVCtjkk",FALSE,4,NA,2021-02-18 22:27:26,FALSE,NA,"1362529182572441603",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PaulHChadwick",2,FALSE,FALSE,NA,NA
"RT @uspirg: @kevin_oreilly7 @waltschweitzer Now Florida state Senator @jenn_bradley is talking about her efforts in the Sunshine State. Say…",FALSE,0,NA,2021-02-18 22:24:19,FALSE,NA,"1362528399743479813",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ileech",1,TRUE,FALSE,NA,NA
"RT @uspirg: Kicking off our Right to Repair webinar, right now. We will be tweeting here. @kevin_oreilly7 starts off by pointing out how mo…",FALSE,0,NA,2021-02-18 22:23:46,FALSE,NA,"1362528259687202824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ileech",9,TRUE,FALSE,NA,NA
"RT @M_F_Rose: #RightToRepair NOW",FALSE,0,NA,2021-02-18 22:22:02,FALSE,NA,"1362527824918249477",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vmcntosh",4,TRUE,FALSE,NA,NA
"#RightToRepair NOW https://t.co/5lnBQ7YqbY",FALSE,16,NA,2021-02-18 22:18:24,FALSE,NA,"1362526908471275526",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","M_F_Rose",4,FALSE,FALSE,NA,NA
"RT @TPINNetwork: Why can't farmers fix their tractors? It sounds like a bad riddle, but it's not funny at all. Lack of the #RightToRepair p…",FALSE,0,NA,2021-02-18 21:55:29,FALSE,NA,"1362521144608358400",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LisaKFrank1",4,TRUE,FALSE,NA,NA
"RT @TPINNetwork: Why can't farmers fix their tractors? It sounds like a bad riddle, but it's not funny at all. Lack of the #RightToRepair p…",FALSE,0,NA,2021-02-18 21:41:57,FALSE,NA,"1362517735255678979",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DouglasHPhelps",4,TRUE,FALSE,NA,NA
"RT @MTHouseDems: HAPPENING NOW — @KatieSullivanMT joining a bipartisan panel to discuss her #RightToRepair bill, HB 390.

#RightToRepair su…",FALSE,0,NA,2021-02-18 21:41:40,FALSE,NA,"1362517664564793345",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BigSkyDemocrats",4,TRUE,FALSE,NA,NA
"Vermont: Let's give our farmers the #RightToRepair!

#vtpoli https://t.co/TTsbAzJGjM",FALSE,2,NA,2021-02-18 21:26:58,FALSE,NA,"1362513967743131652",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ZTomanelli",0,FALSE,FALSE,NA,NA
"Check out this @uspirg report on how farmers can't fix their equipment because manufacturers refuse to provide the… https://t.co/eKqIDHzpnW",FALSE,10,NA,2021-02-18 21:25:24,TRUE,NA,"1362513571360477185",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","VPIRG",0,FALSE,FALSE,NA,NA
"#RightToRepair Here is a strategy. When they say manufacturers can repair your device, and RTR fails to pass, inste… https://t.co/oTrDtLCqjU",FALSE,1,NA,2021-02-18 21:21:45,TRUE,NA,"1362512651985637378",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SoaringMon",0,FALSE,FALSE,NA,NA
"RT @copirg: Today, we released our report on how farmers don't have their #RighttoRepair thanks to software locks put on equipment like tra…",FALSE,0,NA,2021-02-18 21:21:37,FALSE,NA,"1362512621677772800",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","markaphill",8,TRUE,FALSE,NA,NA
"RT @copirg: Today, we released our report on how farmers don't have their #RighttoRepair thanks to software locks put on equipment like tra…",FALSE,0,NA,2021-02-18 21:15:34,FALSE,NA,"1362511096301711368",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kevin_oreilly7",8,TRUE,FALSE,NA,NA
"We generate way too much waste, and companies intentionally make things harder to repair. Read @uspirg ""Deere in th… https://t.co/HlxXGB0V7R",FALSE,0,NA,2021-02-18 21:12:16,TRUE,NA,"1362510268576784386",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","the_fund_tweets",0,FALSE,FALSE,NA,NA
"RT @copirg: Today, we released our report on how farmers don't have their #RighttoRepair thanks to software locks put on equipment like tra…",FALSE,0,NA,2021-02-18 21:08:21,FALSE,NA,"1362509279853428740",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","chuckbell",8,TRUE,FALSE,NA,NA
"RT @copirg: Today, we released our report on how farmers don't have their #RighttoRepair thanks to software locks put on equipment like tra…",FALSE,0,NA,2021-02-18 21:08:06,FALSE,NA,"1362509217467420676",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SenatorCP",8,TRUE,FALSE,NA,NA
"RT @copirg: Today, we released our report on how farmers don't have their #RighttoRepair thanks to software locks put on equipment like tra…",FALSE,0,NA,2021-02-18 21:07:39,FALSE,NA,"1362509106033160192",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","nProctor",8,TRUE,FALSE,NA,NA
"Today, we released our report on how farmers don't have their #RighttoRepair thanks to software locks put on equipm… https://t.co/9oxZeEEb0t",FALSE,11,NA,2021-02-18 21:04:59,TRUE,NA,"1362508432683622403",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","copirg",8,FALSE,FALSE,NA,NA
"RT @nProctor: Ag industry lobbyists have said that I am lying about farmers needing #RightToRepair and the issues was resolved. https://t.c…",FALSE,0,NA,2021-02-18 20:56:55,FALSE,NA,"1362506404565639170",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tharoldschaefer",2,TRUE,FALSE,NA,NA
"RT @uspirg: Kicking off our Right to Repair webinar, right now. We will be tweeting here. @kevin_oreilly7 starts off by pointing out how mo…",FALSE,0,NA,2021-02-18 20:15:27,FALSE,NA,"1362495967166140416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ae4ca",9,TRUE,FALSE,NA,NA
"RT @R2REurope: Study by @GAIAnoburn found repair creates 200 times as many jobs as landfills &amp; incineration with an average of 404 jobs/10,…",FALSE,0,NA,2021-02-18 19:58:28,FALSE,NA,"1362491694051164169",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maartenmeijer",15,TRUE,FALSE,NA,NA
"RT @nProctor: Ag industry lobbyists have said that I am lying about farmers needing #RightToRepair and the issues was resolved. https://t.c…",FALSE,0,NA,2021-02-18 19:47:29,FALSE,NA,"1362488929140707329",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","upoverandfrew",2,TRUE,FALSE,NA,NA
"Ag industry lobbyists have said that I am lying about farmers needing #RightToRepair and the issues was resolved. https://t.co/vmkeKxEiPe",FALSE,17,NA,2021-02-18 19:14:52,FALSE,NA,"1362480721173037060",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","nProctor",2,FALSE,FALSE,NA,NA
"RT @SecRecon: John Deere Promised Farmers It Would Make Tractors Easy to Repair. It Lied. Three years ago, tractor manufacturers told farme…",FALSE,0,NA,2021-02-18 19:14:38,FALSE,NA,"1362480664965230594",NA,"<a href=""https://www.iottogether.com"" rel=""nofollow"">Retweet not</a>","IoTtogether",1,TRUE,FALSE,NA,NA
"John Deere Promised Farmers It Would Make Tractors Easy to Repair. It Lied. Three years ago, tractor manufacturers… https://t.co/44jWSaMLIF",FALSE,0,NA,2021-02-18 19:14:10,TRUE,NA,"1362480544244789251",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SecRecon",1,FALSE,FALSE,NA,NA
"RT @MTHouseDems: HAPPENING NOW — @KatieSullivanMT joining a bipartisan panel to discuss her #RightToRepair bill, HB 390.

#RightToRepair su…",FALSE,0,NA,2021-02-18 19:11:46,FALSE,NA,"1362479942571753474",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MTCowgirlBlog",4,TRUE,FALSE,NA,NA
"RT @uspirg: Kicking off our Right to Repair webinar, right now. We will be tweeting here. @kevin_oreilly7 starts off by pointing out how mo…",FALSE,0,NA,2021-02-18 19:07:40,FALSE,NA,"1362478908722003970",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","safety_refinery",9,TRUE,FALSE,NA,NA
"@uspirg @kevin_oreilly7 @waltschweitzer @jenn_bradley @KatieSullivanMT Lobbying, including any type of 'campaign co… https://t.co/dfhW8Qnd1r",FALSE,0,"uspirg",2021-02-18 19:02:24,TRUE,"1362475148201312258","1362477583976300553","42660729","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","John_Westra",0,FALSE,FALSE,NA,NA
"RT @uspirg: Kicking off our Right to Repair webinar, right now. We will be tweeting here. @kevin_oreilly7 starts off by pointing out how mo…",FALSE,0,NA,2021-02-18 18:56:35,FALSE,NA,"1362476121858703361",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","nProctor",9,TRUE,FALSE,NA,NA
"RT @MTHouseDems: HAPPENING NOW — @KatieSullivanMT joining a bipartisan panel to discuss her #RightToRepair bill, HB 390.

#RightToRepair su…",FALSE,0,NA,2021-02-18 18:47:16,FALSE,NA,"1362473774998687744",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Kim_AbbottMT",4,TRUE,FALSE,NA,NA
"RT @MTHouseDems: HAPPENING NOW — @KatieSullivanMT joining a bipartisan panel to discuss her #RightToRepair bill, HB 390.

#RightToRepair su…",FALSE,0,NA,2021-02-18 18:47:08,FALSE,NA,"1362473742408970244",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","nathan_stein",4,TRUE,FALSE,NA,NA
"RT @uspirg: Kicking off our Right to Repair webinar, right now. We will be tweeting here. @kevin_oreilly7 starts off by pointing out how mo…",FALSE,0,NA,2021-02-18 18:47:02,FALSE,NA,"1362473719763886080",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","BrianTRice",9,TRUE,FALSE,NA,NA
"@kevin_oreilly7 @waltschweitzer Now Florida state Senator @jenn_bradley is talking about her efforts in the Sunshin… https://t.co/hucOy9EIPF",FALSE,6,"uspirg",2021-02-18 18:45:43,TRUE,"1362473082045292550","1362473386446893057","42660729","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","uspirg",1,FALSE,FALSE,NA,NA
"RT @uspirg: Fixing modern farm equipment requires software tools. When John Deere fails to provide those tools, farmers -- and all of us wh…",FALSE,0,NA,2021-02-18 18:44:45,FALSE,NA,"1362473141075861504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mattvita11y",16,TRUE,FALSE,NA,NA
"RT @uspirg: Kicking off our Right to Repair webinar, right now. We will be tweeting here. @kevin_oreilly7 starts off by pointing out how mo…",FALSE,0,NA,2021-02-18 18:44:10,FALSE,NA,"1362472996515041283",NA,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for Android</a>","fairuse",9,TRUE,FALSE,NA,NA
"RT @uspirg: Kicking off our Right to Repair webinar, right now. We will be tweeting here. @kevin_oreilly7 starts off by pointing out how mo…",FALSE,0,NA,2021-02-18 18:41:39,FALSE,NA,"1362472362881519618",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","John_Westra",9,TRUE,FALSE,NA,NA
"RT @uspirg: Kicking off our Right to Repair webinar, right now. We will be tweeting here. @kevin_oreilly7 starts off by pointing out how mo…",FALSE,0,NA,2021-02-18 18:41:38,FALSE,NA,"1362472360230547458",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AZritkodude",9,TRUE,FALSE,NA,NA
"RT @uspirg: Kicking off our Right to Repair webinar, right now. We will be tweeting here. @kevin_oreilly7 starts off by pointing out how mo…",FALSE,0,NA,2021-02-18 18:40:43,FALSE,NA,"1362472127455133696",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","iFixit",9,TRUE,FALSE,NA,NA
"Kicking off our Right to Repair webinar, right now. We will be tweeting here. @kevin_oreilly7 starts off by pointin… https://t.co/qwtjoTYgvI",FALSE,16,NA,2021-02-18 18:36:37,TRUE,NA,"1362471095677419528",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","uspirg",9,FALSE,FALSE,NA,NA
"HAPPENING NOW — @KatieSullivanMT joining a bipartisan panel to discuss her #RightToRepair bill, HB 390.… https://t.co/3qP0yQ7bWe",FALSE,9,NA,2021-02-18 18:34:14,TRUE,NA,"1362470498504826883",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MTHouseDems",4,FALSE,FALSE,NA,NA
"RT @RepairCoalition: Great idea !! Help Guardian blast holes in the notion that we shouldn't be able to fix our home appliances. #righttore…",FALSE,0,NA,2021-02-18 18:29:19,FALSE,NA,"1362469257431420928",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","securepairs",4,TRUE,FALSE,NA,NA
"RT @kevin_oreilly7: Farmers across the country are calling for what they rightfully deserve: the freedom to fix their own equipment. Excite…",FALSE,0,NA,2021-02-18 18:25:13,FALSE,NA,"1362468229130543104",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CailynNagle",9,TRUE,FALSE,NA,NA
"RT @RepairCoalition: Great idea !! Help Guardian blast holes in the notion that we shouldn't be able to fix our home appliances. #righttore…",FALSE,0,NA,2021-02-18 18:07:35,FALSE,NA,"1362463790336516098",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CRImierTech",4,TRUE,FALSE,NA,NA
"RT @RepairCoalition: Great idea !! Help Guardian blast holes in the notion that we shouldn't be able to fix our home appliances. #righttore…",FALSE,0,NA,2021-02-18 18:01:49,FALSE,NA,"1362462336783577089",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CodeforPDX",4,TRUE,FALSE,NA,NA
"RT @amgreentweets: Farmers feed us -- but they can't fix the equipment they own. Manufacturers block access to critical software tools, whi…",FALSE,0,NA,2021-02-18 17:59:08,FALSE,NA,"1362461661966323713",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LordSeraphicat",4,TRUE,FALSE,NA,NA
"Here’s a brilliant idea: weld a cage around these solder joints to prevent user access. It’s not like anybody is ev… https://t.co/FG1HXytBjp",FALSE,0,NA,2021-02-18 17:58:15,TRUE,NA,"1362461440951648257",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","StrangeGW",0,FALSE,FALSE,NA,NA
"RT @RepairCoalition: Great idea !! Help Guardian blast holes in the notion that we shouldn't be able to fix our home appliances. #righttore…",FALSE,0,NA,2021-02-18 17:50:00,FALSE,NA,"1362459363252830217",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Workshopshed",4,TRUE,FALSE,NA,NA
"Great idea !! Help Guardian blast holes in the notion that we shouldn't be able to fix our home appliances.… https://t.co/KZgsmWSW7t",FALSE,4,NA,2021-02-18 17:47:30,TRUE,NA,"1362458735612846082",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RepairCoalition",4,FALSE,FALSE,NA,NA
"RT @kalleboo: This Japanese 1972 phone I bought didn't come with a cord, so I had to open it up and solder one in place (even if it did, it…",FALSE,0,NA,2021-02-18 17:38:08,FALSE,NA,"1362456378917478402",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","DenkiJidousha",6,TRUE,FALSE,NA,NA
